event_ts,market_id,side,contracts,exec_yes_price,fee,reason
2025-06-19 05:47:20+00:00,514497,yes,2.84,0.2365,0.0006716599999999999,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.6400000000000006,0.21049999999999996,0.00055572,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.8999999999999986,0.22849999999999998,0.0006626499999999997,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.719999999999999,0.2434999999999999,0.0006623199999999994,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.5700000000000003,0.2435000000000001,0.0006257950000000004,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.5700000000000003,0.2205,0.0005666850000000001,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.799999999999997,0.19750000000000006,0.0005529999999999996,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.990000000000002,0.21950000000000008,0.0006563050000000007,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.8100000000000023,0.22949999999999987,0.0006448950000000001,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.710000000000001,0.1974999999999999,0.0005352249999999999,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.979999999999997,0.2345,0.0006988099999999993,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.6599999999999966,0.247499999684646,0.0006583499991611576,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.530000003153539,0.2205,0.0005578650006953554,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.799999999999997,0.20349999999999996,0.0005697999999999993,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.970000000000006,0.2304999999999999,0.0006845850000000011,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.700000000000003,0.2318623626598033,0.0006260283791814696,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.68637637340197,0.22549999999999998,0.0006057778722021442,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.75,0.2105,0.0005788750000000001,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.9000000000000057,0.2385,0.0006916500000000013,exit_aware_banded
2025-06-19 05:47:20+00:00,514497,yes,2.6200000000000045,0.2005,0.0005253100000000009,exit_aware_banded
2025-06-19 05:47:30+00:00,514497,yes,2.989999999999995,0.2014999999999999,0.0006024849999999987,exit_aware_banded
2025-06-19 05:47:52+00:00,507884,no,1.0,0.9195000000000001,8.049999999999991e-05,exit_aware_banded
2025-06-19 05:47:52+00:00,507884,no,1.0,0.9195000000000001,8.049999999999991e-05,exit_aware_banded
2025-06-19 05:47:52+00:00,507884,no,1.0,0.9195000000000001,8.049999999999991e-05,exit_aware_banded
2025-06-19 05:47:52+00:00,507884,no,1.0,0.9195000000000001,8.049999999999991e-05,exit_aware_banded
2025-06-19 05:47:52+00:00,507884,no,1.0,0.9195000000000001,8.049999999999991e-05,exit_aware_banded
2025-06-19 05:47:52+00:00,507884,no,1.0,0.9195000000000001,8.049999999999991e-05,exit_aware_banded
